TRA2B-001:002
16:22254984-22255117 (-)
positive_regulation_of_mRNA_processing(6)	1.6032324635e-169
head_development(4)	3.91176431455e-25
regulation_of_mRNA_metabolic_process(6)	1.6032324635e-169
pallium_development(4)	2.91922710041e-27
mRNA_processing(7)	0.000672412739165
central_nervous_system_development(5)	2.91922710041e-27
regulation_of_RNA_splicing(6)	1.01777054782e-35
positive_regulation_of_mRNA_splicing_via_spliceosome(7)	0
forebrain_regionalization(5)	0
cerebral_cortex_development(4)	2.91922710041e-27
regulation_of_mRNA_processing(6)	1.6032324635e-169
pattern_specification_process(4)	5.20264653836e-23
RNA_splicing_via_transesterification_reactions(8)&mRNA_splicing_via_spliceosome(8)&RNA_splicing_via_transesterification_reactions_with_bulged_adenosine_as_nucleophile(9)	6.53232570557e-142
positive_regulation_of_RNA_splicing(6)	0
RNA_processing(6)	0.000672412739165
brain_development(4)	2.91922710041e-27
regulation_of_mRNA_splicing_via_spliceosome(7)	0
forebrain_development(4)	2.91922710041e-27
regionalization(5)	5.16382081792e-23
telencephalon_development(4)	2.91922710041e-27
mRNA_metabolic_process(6)	0.000672412739165
telencephalon_regionalization(5)	0
regulation_of_alternative_mRNA_splicing_via_spliceosome(8)	0
RNA_splicing(7)	0.000672412739165
positive_regulation_of_mRNA_metabolic_process(6)	1.6032324635e-169
mRNA_binding(7)	6.53232572644e-142
alternative_mRNA_splicing_via_spliceosome(9)	0
