TRA2B-001:004
16:22252607-22252795 (-)
positive_regulation_of_mRNA_processing(6)	0.0
head_development(4)	9.89973657135e-29
regulation_of_mRNA_metabolic_process(6)	1.52691249196e-15
central_nervous_system_development(5)	9.89973657135e-29
mRNA_processing(7)	9.30034815185e-09
pattern_specification_process(4)	2.87059588089e-13
RNA_splicing(7)	9.30034815185e-09
forebrain_regionalization(5)	4.27100995089e-63
cerebral_cortex_development(4)	4.27100995089e-63
regulation_of_mRNA_processing(6)	1.52691249196e-15
pallium_development(4)	4.27100995089e-63
RNA_splicing_via_transesterification_reactions(8)&mRNA_splicing_via_spliceosome(8)&RNA_splicing_via_transesterification_reactions_with_bulged_adenosine_as_nucleophile(9)	1.52691249196e-15
mRNA_binding(7)	9.30034662493e-09
RNA_processing(6)	9.30034815185e-09
brain_development(4)	9.89973657135e-29
regulation_of_mRNA_splicing_via_spliceosome(7)	1.52691249196e-15
forebrain_development(4)	9.89973657135e-29
regionalization(5)	2.87059588089e-13
telencephalon_development(4)	9.89973657135e-29
mRNA_metabolic_process(6)	9.30034815185e-09
telencephalon_regionalization(5)	2.20655660377e-279
regulation_of_alternative_mRNA_splicing_via_spliceosome(8)	0
regulation_of_RNA_splicing(6)	9.30034815185e-09
positive_regulation_of_mRNA_metabolic_process(6)	5.99031536259e-168
positive_regulation_of_RNA_splicing(6)	9.30034662493e-09
alternative_mRNA_splicing_via_spliceosome(9)	9.43658838928e-59
